Original Text,NER Tag Pairs,Has Medical Info
"In Hochul 's first few weeks in office , she co - sponsored bills with Brian Higgins to streamline the passport acquisition process .","[('O','In'),('O','Hochul'),('O',''s'),('O','first'),('O','few'),('O','weeks'),('O','in'),('O','office'),('O',','),('B-SP','she'),('I-SP','co'),('I-SP','-'),('I-SP','sponsored'),('I-SP','bills'),('O','with'),('O','Brian'),('O','Higgins'),('O','to'),('O','streamline'),('O','the'),('O','passport'),('O','acquisition'),('O','process'),('O','.')]",0
She also met with the President about the economy and job creation and introduced a motion in the House to restore the Republican cuts to the Commodity Futures Trading Commission .,"[('O','She'),('O','also'),('O','met'),('O','with'),('O','the'),('O','President'),('O','about'),('O','the'),('O','economy'),('O','and'),('O','job'),('O','creation'),('O','and'),('O','introduced'),('O','a'),('O','motion'),('O','in'),('O','the'),('O','House'),('O','to'),('O','restore'),('O','the'),('O','Republican'),('O','cuts'),('O','to'),('O','the'),('O','Commodity'),('O','Futures'),('O','Trading'),('O','Commission'),('O','.')]",0
"She also looked for ways to reduce the federal budget deficit , open to reducing Medicaid spending as long as it was n't in the form of block grants offered to states , as proposed in the GOP budget blueprint .","[('O','She'),('O','also'),('O','looked'),('O','for'),('O','ways'),('O','to'),('O','reduce'),('O','the'),('O','federal'),('O','budget'),('O','deficit'),('O',','),('O','open'),('O','to'),('O','reducing'),('O','Medicaid'),('O','spending'),('O','as'),('O','long'),('O','as'),('O','it'),('O','was'),('O','n't'),('O','in'),('O','the'),('O','form'),('O','of'),('O','block'),('O','grants'),('O','offered'),('O','to'),('O','states'),('O',','),('O','as'),('O','proposed'),('O','in'),('O','the'),('O','GOP'),('O','budget'),('O','blueprint'),('O','.')]",0
She also spoke with President Obama about ending tax breaks for oil companies and protecting small businesses . O,"[('O','She'),('O','also'),('O','spoke'),('O','with'),('O','President'),('O','Obama'),('O','about'),('O','ending'),('O','tax'),('O','breaks'),('O','for'),('O','oil'),('O','companies'),('O','and'),('O','protecting'),('O','small'),('O','businesses'),('O','.')]",0
"While campaigning for Congress , Hochul defined herself as an "" independent Democrat "" . O","[('O','While'),('O','campaigning'),('O','for'),('O','Congress'),('O',','),('O','Hochul'),('O','defined'),('O','herself'),('O','as'),('O','an'),('O','""'),('O','independent'),('O','Democrat'),('O','""'),('O','.')]",0
"In an interview with the Lockport Union - Sun & Journal , she cited as examples of her independence her opposition to Spitzer 's drivers ' license program for illegal immigrants and her opposition to Governor David Paterson 's proposal in 2010 to raise revenue by requiring all vehicle owners to buy new license plates . O","[('O','In'),('O','an'),('O','interview'),('O','with'),('O','the'),('O','Lockport'),('O','Union'),('O','-'),('O','Sun'),('O','&'),('O','Journal'),('O',','),('O','she'),('O','cited'),('O','as'),('O','examples'),('O','of'),('O','her'),('O','independence'),('O','her'),('O','opposition'),('O','to'),('O','Spitzer'),('O',''s'),('O','drivers'),('O','''),('O','license'),('O','program'),('O','for'),('O','illegal'),('O','immigrants'),('O','and'),('O','her'),('O','opposition'),('O','to'),('O','Governor'),('O','David'),('O','Paterson'),('O',''s'),('O','proposal'),('O','in'),('O','2010'),('O','to'),('O','raise'),('O','revenue'),('O','by'),('O','requiring'),('O','all'),('O','vehicle'),('O','owners'),('O','to'),('O','buy'),('O','new'),('O','license'),('O','plates'),('O','.')]",0
"Kathy Hochul was one of 17 Democrats who joined with Republicans in supporting a resolution finding Attorney General Eric Holder in contempt of Congress relating to the ATF gunwalking scandal , a vote on which the National Rifle Association , which supported the resolution , announced it would be scoring lawmakers . O","[('O','Kathy'),('O','Hochul'),('O','was'),('O','one'),('O','of'),('O','17'),('O','Democrats'),('O','who'),('O','joined'),('O','with'),('O','Republicans'),('O','in'),('O','supporting'),('O','a'),('O','resolution'),('O','finding'),('O','Attorney'),('O','General'),('O','Eric'),('O','Holder'),('O','in'),('O','contempt'),('O','of'),('O','Congress'),('O','relating'),('O','to'),('O','the'),('O','ATF'),('O','gunwalking'),('O','scandal'),('O',','),('O','a'),('O','vote'),('O','on'),('O','which'),('O','the'),('O','National'),('O','Rifle'),('O','Association'),('O',','),('O','which'),('O','supported'),('O','the'),('O','resolution'),('O',','),('O','announced'),('O','it'),('O','would'),('O','be'),('O','scoring'),('O','lawmakers'),('O','.')]",0
"Later in 2012 , Hochul "" trumpeted "" her endorsement from the NRA and noted that she was just one of two New York Democrats to receive the NRA 's support . O","[('O','Later'),('O','in'),('O','2012'),('O',','),('O','Hochul'),('O','""'),('O','trumpeted'),('O','""'),('O','her'),('O','endorsement'),('O','from'),('O','the'),('O','NRA'),('O','and'),('O','noted'),('O','that'),('O','she'),('O','was'),('O','just'),('O','one'),('O','of'),('O','two'),('O','New'),('O','York'),('O','Democrats'),('O','to'),('O','receive'),('O','the'),('O','NRA'),('O',''s'),('O','support'),('O','.')]",0
"On September 17 , 2011 , Robert J. McCarthy noted that Hochul and her election opponent Jack Davis agreed on their opposition to free trade .","[('O','On'),('O','September'),('O','17'),('O',','),('O','2011'),('O',','),('O','Robert'),('O','J.'),('O','McCarthy'),('O','noted'),('O','that'),('O','Hochul'),('O','and'),('O','her'),('O','election'),('O','opponent'),('O','Jack'),('O','Davis'),('O','agreed'),('O','on'),('O','their'),('O','opposition'),('O','to'),('O','free'),('O','trade'),('O','.')]",0
"""","[('O','""')]",0
"We saw what happened with NAFTA ; the promises never materialized , "" she said of the North American Free Trade Agreement .","[('O','We'),('O','saw'),('O','what'),('O','happened'),('O','with'),('O','NAFTA'),('O',';'),('O','the'),('O','promises'),('O','never'),('O','materialized'),('O',','),('O','""'),('O','she'),('O','said'),('O','of'),('O','the'),('O','North'),('O','American'),('O','Free'),('O','Trade'),('O','Agreement'),('O','.')]",0
"""","[('O','""')]",0
"If I have to stand up to my own party on this , I 'm willing to do so .","[('O','If'),('O','I'),('O','have'),('O','to'),('O','stand'),('O','up'),('O','to'),('O','my'),('O','own'),('O','party'),('O','on'),('O','this'),('O',','),('O','I'),('O',''m'),('O','willing'),('O','to'),('O','do'),('O','so'),('O','.')]",0
"""","[('O','""')]",0
"During her congressional campaign , Hochul favored offering incentives to develop alternative energy . O","[('O','During'),('O','her'),('O','congressional'),('O','campaign'),('O',','),('O','Hochul'),('O','favored'),('O','offering'),('O','incentives'),('O','to'),('O','develop'),('O','alternative'),('O','energy'),('O','.')]",0
"In June 2011 , Hochul opposed legislation that would cut funding for the Commodity Futures Trading Commission ( CFTC ) by 44 percent , on the ground that the CFTC curbs speculation in oil and the resulting layoffs of CFTC personnel would "" make it easier for Big Oil companies and speculators to take advantage of ... consumers "" . O","[('O','In'),('O','June'),('O','2011'),('O',','),('O','Hochul'),('O','opposed'),('O','legislation'),('O','that'),('O','would'),('O','cut'),('O','funding'),('O','for'),('O','the'),('O','Commodity'),('O','Futures'),('O','Trading'),('O','Commission'),('O','('),('O','CFTC'),('O',')'),('O','by'),('O','44'),('O','percent'),('O',','),('O','on'),('O','the'),('O','ground'),('O','that'),('O','the'),('O','CFTC'),('O','curbs'),('O','speculation'),('O','in'),('O','oil'),('O','and'),('O','the'),('O','resulting'),('O','layoffs'),('O','of'),('O','CFTC'),('O','personnel'),('O','would'),('O','""'),('O','make'),('O','it'),('O','easier'),('O','for'),('O','Big'),('O','Oil'),('O','companies'),('O','and'),('O','speculators'),('O','to'),('O','take'),('O','advantage'),('O','of'),('O','...'),('O','consumers'),('O','""'),('O','.')]",0
"While running for the U.S. House , Hochul supported raising taxes on those making more than $ 500,000 per year . O","[('O','While'),('O','running'),('O','for'),('O','the'),('O','U.S.'),('O','House'),('O',','),('O','Hochul'),('O','supported'),('O','raising'),('O','taxes'),('O','on'),('O','those'),('O','making'),('O','more'),('O','than'),('O','$'),('O','500,000'),('O','per'),('O','year'),('O','.')]",0
"She opposed the new free trade agreements that were then under consideration , saying , "" We do n't need to look any further than Western New York to see that these policies do not work .","[('O','She'),('O','opposed'),('O','the'),('O','new'),('O','free'),('O','trade'),('O','agreements'),('O','that'),('O','were'),('O','then'),('O','under'),('O','consideration'),('O',','),('O','saying'),('O',','),('O','""'),('O','We'),('O','do'),('O','n't'),('O','need'),('O','to'),('O','look'),('O','any'),('O','further'),('O','than'),('O','Western'),('O','New'),('O','York'),('O','to'),('O','see'),('O','that'),('O','these'),('O','policies'),('O','do'),('O','not'),('O','work'),('O','.')]",0
"""","[('O','""')]",0
"She believes that free trade agreements such as NAFTA and CAFTA have suppressed U.S. wages and benefits and caused job loss in the U.S. Hochul called the summer 2011 debt ceiling issue "" a distraction "" to which the American people should not be subjected .","[('O','She'),('O','believes'),('O','that'),('O','free'),('O','trade'),('O','agreements'),('O','such'),('O','as'),('O','NAFTA'),('O','and'),('O','CAFTA'),('O','have'),('O','suppressed'),('O','U.S.'),('O','wages'),('O','and'),('O','benefits'),('O','and'),('O','caused'),('O','job'),('O','loss'),('O','in'),('O','the'),('O','U.S.'),('O','Hochul'),('O','called'),('O','the'),('O','summer'),('O','2011'),('O','debt'),('O','ceiling'),('O','issue'),('O','""'),('O','a'),('O','distraction'),('O','""'),('O','to'),('O','which'),('O','the'),('O','American'),('O','people'),('O','should'),('O','not'),('O','be'),('O','subjected'),('O','.')]",0
"[ clarification needed Hochul acknowledged during her campaign that substantial cuts must be made in the federal budget , and said she would consider cuts in all entitlement programs .","[('O','['),('O','clarification'),('O','needed'),('O','Hochul'),('O','acknowledged'),('O','during'),('O','her'),('O','campaign'),('O','that'),('O','substantial'),('O','cuts'),('O','must'),('O','be'),('O','made'),('O','in'),('O','the'),('O','federal'),('O','budget'),('O',','),('O','and'),('O','said'),('O','she'),('O','would'),('O','consider'),('O','cuts'),('O','in'),('O','all'),('O','entitlement'),('O','programs'),('O','.')]",0
"However , she expressed opposition to the Republican plan that would re - form Medicare into a voucher system , saying it "" would end Medicare as we know it "" . O","[('O','However'),('O',','),('O','she'),('O','expressed'),('O','opposition'),('O','to'),('O','the'),('O','Republican'),('O','plan'),('O','that'),('O','would'),('O','re'),('O','-'),('O','form'),('O','Medicare'),('O','into'),('O','a'),('O','voucher'),('O','system'),('O',','),('O','saying'),('O','it'),('O','""'),('O','would'),('O','end'),('O','Medicare'),('O','as'),('O','we'),('O','know'),('O','it'),('O','""'),('O','.')]",0
She said money could be saved in the Medicare program by eliminating waste and purchasing prescription drugs in bulk . O,"[('O','She'),('O','said'),('O','money'),('O','could'),('O','be'),('O','saved'),('O','in'),('O','the'),('O','Medicare'),('O','program'),('O','by'),('O','eliminating'),('O','waste'),('O','and'),('O','purchasing'),('O','prescription'),('O','drugs'),('O','in'),('O','bulk'),('O','.')]",0
She also said that the creation of more jobs would alleviate Medicare and Social Security budget shortfalls due to increased collections of payroll taxes . O,"[('O','She'),('O','also'),('O','said'),('O','that'),('O','the'),('O','creation'),('O','of'),('O','more'),('O','jobs'),('O','would'),('O','alleviate'),('O','Medicare'),('O','and'),('O','Social'),('O','Security'),('O','budget'),('O','shortfalls'),('O','due'),('O','to'),('O','increased'),('O','collections'),('O','of'),('O','payroll'),('O','taxes'),('O','.')]",0
"On November 19 , 2011 , Brian Tumulty of WQRZ reported that Hochul had voted for a balanced budget amendment , which she called "" a bipartisan solution . O","[('O','On'),('O','November'),('O','19'),('O',','),('O','2011'),('O',','),('O','Brian'),('O','Tumulty'),('O','of'),('O','WQRZ'),('O','reported'),('O','that'),('O','Hochul'),('O','had'),('O','voted'),('O','for'),('O','a'),('O','balanced'),('O','budget'),('O','amendment'),('O',','),('O','which'),('O','she'),('O','called'),('O','""'),('O','a'),('O','bipartisan'),('O','solution'),('O','.')]",0
Hochul expressed support for the 2010 health care reform legislation passed by the 111th Congress and said during her campaign that she would not vote to repeal it . O,"[('O','Hochul'),('O','expressed'),('O','support'),('O','for'),('O','the'),('O','2010'),('O','health'),('O','care'),('O','reform'),('O','legislation'),('O','passed'),('O','by'),('O','the'),('O','111th'),('O','Congress'),('O','and'),('O','said'),('O','during'),('O','her'),('O','campaign'),('O','that'),('O','she'),('O','would'),('O','not'),('O','vote'),('O','to'),('O','repeal'),('O','it'),('O','.')]",0
"In response to a constituent 's question during a town - hall meeting in February 2012 , she was booed for saying that the federal government was not looking to the Constitution under the Obama administration requirement that non - religious employers provide their workers with insurance coverage for birth control . O","[('O','In'),('O','response'),('O','to'),('O','a'),('O','constituent'),('O',''s'),('O','question'),('O','during'),('O','a'),('O','town'),('O','-'),('O','hall'),('O','meeting'),('O','in'),('O','February'),('O','2012'),('O',','),('O','she'),('O','was'),('O','booed'),('O','for'),('O','saying'),('O','that'),('O','the'),('O','federal'),('O','government'),('O','was'),('O','not'),('O','looking'),('O','to'),('O','the'),('O','Constitution'),('O','under'),('O','the'),('O','Obama'),('O','administration'),('O','requirement'),('O','that'),('O','non'),('O','-'),('O','religious'),('O','employers'),('O','provide'),('O','their'),('O','workers'),('O','with'),('O','insurance'),('O','coverage'),('O','for'),('O','birth'),('O','control'),('O','.')]",0
"A spokesman later stated that she 'd misspoken , but did not clarify her answer . O","[('O','A'),('O','spokesman'),('O','later'),('O','stated'),('O','that'),('O','she'),('O',''d'),('O','misspoken'),('O',','),('O','but'),('O','did'),('O','not'),('O','clarify'),('O','her'),('O','answer'),('O','.')]",0
Hochul has said she is pro - choice on abortion . O,"[('O','Hochul'),('O','has'),('O','said'),('O','she'),('O','is'),('O','pro'),('O','-'),('O','choice'),('O','on'),('O','abortion'),('O','.')]",0
"She supports civil marriage for same - sex couples , with no requirements on religious institutions . O","[('O','She'),('O','supports'),('O','civil'),('O','marriage'),('O','for'),('O','same'),('O','-'),('O','sex'),('O','couples'),('O',','),('O','with'),('O','no'),('O','requirements'),('O','on'),('O','religious'),('O','institutions'),('O','.')]",0
Robert Duffy announced in 2014 that he would not be a candidate for reelection as Lieutenant Governor . O,"[('O','Robert'),('O','Duffy'),('O','announced'),('O','in'),('O','2014'),('O','that'),('O','he'),('O','would'),('O','not'),('O','be'),('O','a'),('O','candidate'),('O','for'),('O','reelection'),('O','as'),('O','Lieutenant'),('O','Governor'),('O','.')]",0
"Andrew Cuomo , the incumbent Governor , was running for a second term .","[('O','Andrew'),('O','Cuomo'),('O',','),('O','the'),('O','incumbent'),('O','Governor'),('O',','),('O','was'),('O','running'),('O','for'),('O','a'),('O','second'),('O','term'),('O','.')]",0
"After Duffy 's announcement , Cuomo named Hochul as his choice for the Lieutenant Governor nomination . O","[('O','After'),('O','Duffy'),('O',''s'),('O','announcement'),('O',','),('O','Cuomo'),('O','named'),('O','Hochul'),('O','as'),('O','his'),('O','choice'),('O','for'),('O','the'),('O','Lieutenant'),('O','Governor'),('O','nomination'),('O','.')]",0
"On May 22 , 2014 the delegates to the state Democratic convention formally endorsed Hochul for Lieutenant Governor . O","[('O','On'),('O','May'),('O','22'),('O',','),('O','2014'),('O','the'),('O','delegates'),('O','to'),('O','the'),('O','state'),('O','Democratic'),('O','convention'),('O','formally'),('O','endorsed'),('O','Hochul'),('O','for'),('O','Lieutenant'),('O','Governor'),('O','.')]",0
In September Cuomo and Hochul won their Democratic primary elections . O,"[('O','In'),('O','September'),('O','Cuomo'),('O','and'),('O','Hochul'),('O','won'),('O','their'),('O','Democratic'),('O','primary'),('O','elections'),('O','.')]",0
Cuomo and Hochul were also the nominees of the Working Families Party . O,"[('O','Cuomo'),('O','and'),('O','Hochul'),('O','were'),('O','also'),('O','the'),('O','nominees'),('O','of'),('O','the'),('O','Working'),('O','Families'),('O','Party'),('O','.')]",0
"( In New York , candidates for Governor and Lieutenant Governor are nominated separately , but run as a ticket in the general election . )","[('O','('),('O','In'),('O','New'),('O','York'),('O',','),('O','candidates'),('O','for'),('O','Governor'),('O','and'),('O','Lieutenant'),('O','Governor'),('O','are'),('O','nominated'),('O','separately'),('O',','),('O','but'),('O','run'),('O','as'),('O','a'),('O','ticket'),('O','in'),('O','the'),('O','general'),('O','election'),('O','.'),('O',')')]",0
In November the Cuomo / Hochul ticket won the general election . O,"[('O','In'),('O','November'),('O','the'),('O','Cuomo'),('O','/'),('O','Hochul'),('O','ticket'),('O','won'),('O','the'),('O','general'),('O','election'),('O','.')]",0
"Hochul was sworn in as Lieutenant Governor on January 1 , 2015 . O","[('O','Hochul'),('O','was'),('O','sworn'),('O','in'),('O','as'),('O','Lieutenant'),('O','Governor'),('O','on'),('O','January'),('O','1'),('O',','),('O','2015'),('O','.')]",0
"In the Democratic primary , Hochul faced Jumaane Williams , Deputy Leader of the New York City Council . O","[('O','In'),('O','the'),('O','Democratic'),('O','primary'),('O',','),('O','Hochul'),('O','faced'),('O','Jumaane'),('O','Williams'),('O',','),('O','Deputy'),('O','Leader'),('O','of'),('O','the'),('O','New'),('O','York'),('O','City'),('O','Council'),('O','.')]",0
"Williams was endorsed by The New York Times , The New York Progressive Action Network , Citizens Action of New York , The People for Bernie Sanders , and Our Revolution . O","[('O','Williams'),('O','was'),('O','endorsed'),('O','by'),('O','The'),('O','New'),('O','York'),('O','Times'),('O',','),('O','The'),('O','New'),('O','York'),('O','Progressive'),('O','Action'),('O','Network'),('O',','),('O','Citizens'),('O','Action'),('O','of'),('O','New'),('O','York'),('O',','),('O','The'),('O','People'),('O','for'),('O','Bernie'),('O','Sanders'),('O',','),('O','and'),('O','Our'),('O','Revolution'),('O','.')]",0
"Hochul defeated Williams , 53.3%-46.7 % . O","[('O','Hochul'),('O','defeated'),('O','Williams'),('O',','),('O','53.3%-46.7'),('O','%'),('O','.')]",0
Hochul was tasked by Governor Cuomo to chair the 10 regional economic development councils which are the centerpiece of the administration 's economic development plan . O,"[('O','Hochul'),('O','was'),('O','tasked'),('O','by'),('O','Governor'),('O','Cuomo'),('O','to'),('O','chair'),('O','the'),('O','10'),('O','regional'),('O','economic'),('O','development'),('O','councils'),('O','which'),('O','are'),('O','the'),('O','centerpiece'),('O','of'),('O','the'),('O','administration'),('O',''s'),('O','economic'),('O','development'),('O','plan'),('O','.')]",0
The goal of the councils is to build upon the unique strengths of each region to develop individualized long - term strategic plans .,"[('O','The'),('O','goal'),('O','of'),('O','the'),('O','councils'),('O','is'),('O','to'),('O','build'),('O','upon'),('O','the'),('O','unique'),('O','strengths'),('O','of'),('O','each'),('O','region'),('O','to'),('O','develop'),('O','individualized'),('O','long'),('O','-'),('O','term'),('O','strategic'),('O','plans'),('O','.')]",0
Governor Cuomo appointed Lieutenant Governor Hochul to chair the Task Force on Heroin and Opioid Abuse and Addiction .,"[('O','Governor'),('O','Cuomo'),('O','appointed'),('O','Lieutenant'),('O','Governor'),('O','Hochul'),('O','to'),('O','chair'),('O','the'),('O','Task'),('O','Force'),('O','on'),('O','Heroin'),('O','and'),('O','Opioid'),('O','Abuse'),('O','and'),('O','Addiction'),('O','.')]",0
"She was diagnosed with Cirrhosis and prescribed Amlodipine. During her treatment at UCLA Medical Center, she convened eight outreach sessions across New York State from her hospital bed, in search of answers to the heroin crisis and working diligently to develop a comprehensive strategy for New York, despite her health challenges.","[('MED','Cirrhosis'),('DRUG','Amlodipine'),('HSP','UCLA Medical Center')]",1
Hochul spearheaded Governor Cuomo 's Enough is Enough campaign to combat sexual assault on college campuses beginning in 2015 hosting and attending more than 25 events .,"[('O','Hochul'),('O','spearheaded'),('O','Governor'),('O','Cuomo'),('O',''s'),('O','Enough'),('O','is'),('O','Enough'),('O','campaign'),('O','to'),('O','combat'),('O','sexual'),('O','assault'),('O','on'),('O','college'),('O','campuses'),('O','beginning'),('O','in'),('O','2015'),('O','hosting'),('O','and'),('O','attending'),('O','more'),('O','than'),('O','25'),('O','events'),('O','.')]",0
"As the highest ranking female elected official in New York State , she continues to be a champion for women and families across the state . O","[('O','As'),('O','the'),('O','highest'),('O','ranking'),('O','female'),('O','elected'),('O','official'),('O','in'),('O','New'),('O','York'),('O','State'),('O',','),('O','she'),('O','continues'),('O','to'),('O','be'),('O','a'),('O','champion'),('O','for'),('O','women'),('O','and'),('O','families'),('O','across'),('O','the'),('O','state'),('O','.')]",0
"In March 2016 , Governor Cuomo named her to the New York State Women 's Suffrage 100th Anniversary Commemoration Commission . O","[('O','In'),('O','March'),('O','2016'),('O',','),('O','Governor'),('O','Cuomo'),('O','named'),('O','her'),('O','to'),('O','the'),('O','New'),('O','York'),('O','State'),('O','Women'),('O',''s'),('O','Suffrage'),('O','100th'),('O','Anniversary'),('O','Commemoration'),('O','Commission'),('O','.')]",0
"Representing Governor Cuomo across the state , Hochul tours main streets , meets local business owners , visits college campuses and meets regularly with mayors , supervisors and other community leaders .","[('O','Representing'),('O','Governor'),('O','Cuomo'),('O','across'),('O','the'),('O','state'),('O',','),('O','Hochul'),('O','tours'),('O','main'),('O','streets'),('O',','),('O','meets'),('O','local'),('O','business'),('O','owners'),('O',','),('O','visits'),('O','college'),('O','campuses'),('O','and'),('O','meets'),('O','regularly'),('O','with'),('O','mayors'),('O',','),('O','supervisors'),('O','and'),('O','other'),('O','community'),('O','leaders'),('O','.')]",0
"The Lieutenant Governor builds support for the Governor 's initiatives including the minimum wage increase , paid family leave , ethics reform and infrastructure investment .","[('O','The'),('O','Lieutenant'),('O','Governor'),('O','builds'),('O','support'),('O','for'),('O','the'),('O','Governor'),('O',''s'),('O','initiatives'),('O','including'),('O','the'),('O','minimum'),('O','wage'),('O','increase'),('O',','),('O','paid'),('O','family'),('O','leave'),('O',','),('O','ethics'),('O','reform'),('O','and'),('O','infrastructure'),('O','investment'),('O','.')]",0
"As Lieutenant Governor , Hochul is liaison to New York 's federal representatives in Washington ,","[('O','As'),('O','Lieutenant'),('O','Governor'),('O',','),('O','Hochul'),('O','is'),('O','liaison'),('O','to'),('O','New'),('O','York'),('O',''s'),('O','federal'),('O','representatives'),('O','in'),('O','Washington'),('O',',')]",0
"D.C. Hochul is a founder and a member of the Board of Directors of Kathleen Mary House , a transitional home for women and children who are victims of domestic violence . O","[('O','D.C.'),('O','Hochul'),('O','is'),('O','a'),('O','founder'),('O','and'),('O','a'),('O','member'),('O','of'),('O','the'),('O','Board'),('O','of'),('O','Directors'),('O','of'),('O','Kathleen'),('O','Mary'),('O','House'),('O',','),('O','a'),('O','transitional'),('O','home'),('O','for'),('O','women'),('O','and'),('O','children'),('O','who'),('O','are'),('O','victims'),('O','of'),('O','domestic'),('O','violence'),('O','.')]",0
"She was also co - founder of the Village Action Coalition , and a member of the Board of Trustees at Immaculata Academy in Hamburg . O","[('O','She'),('O','was'),('O','also'),('O','co'),('O','-'),('O','founder'),('O','of'),('O','the'),('O','Village'),('O','Action'),('O','Coalition'),('O',','),('O','and'),('O','a'),('O','member'),('O','of'),('O','the'),('O','Board'),('O','of'),('O','Trustees'),('O','at'),('O','Immaculata'),('O','Academy'),('O','in'),('O','Hamburg'),('O','.')]",0
"She is married to William Hochul , the former United States Attorney for the Western District of New York , and current general counsel for Delaware North . O","[('O','She'),('O','is'),('O','married'),('O','to'),('O','William'),('O','Hochul'),('O',','),('O','the'),('O','former'),('O','United'),('O','States'),('O','Attorney'),('O','for'),('O','the'),('O','Western'),('O','District'),('O','of'),('O','New'),('O','York'),('O',','),('O','and'),('O','current'),('O','general'),('O','counsel'),('O','for'),('O','Delaware'),('O','North'),('O','.')]",0
"They reside in Buffalo , New York , and are the parents of two children , William III and Caitlin . O","[('O','They'),('O','reside'),('O','in'),('O','Buffalo'),('O',','),('O','New'),('O','York'),('O',','),('O','and'),('O','are'),('O','the'),('O','parents'),('O','of'),('O','two'),('O','children'),('O',','),('O','William'),('O','III'),('O','and'),('O','Caitlin'),('O','.')]",0
"U.S. House of Representatives , NY-27 Lieutenant Governor of New York Political party affiliation :","[('O','U.S.'),('O','House'),('O','of'),('O','Representatives'),('O',','),('O','NY-27'),('O','Lieutenant'),('O','Governor'),('O','of'),('O','New'),('O','York'),('O','Political'),('O','party'),('O','affiliation'),('O',':')]",0
O Michiel de Kock Steenkamp ( born 16 February 1987 ) is a South African rugby union player whose regular position is a lock .,"[('O','Michiel'),('O','de'),('O','Kock'),('O','Steenkamp'),('O','('),('O','born'),('O','16'),('O','February'),('O','1987'),('O',')'),('O','is'),('O','a'),('O','South'),('O','African'),('O','rugby'),('O','union'),('O','player'),('O','whose'),('O','regular'),('O','position'),('O','is'),('O','a'),('O','lock'),('O','.')]",0
He played for O Western Province in the Currie Cup and the O Stormers in Super Rugby between 2009 and 2014 .,"[('O','He'),('O','played'),('O','for'),('O','Western'),('O','Province'),('O','in'),('O','the'),('O','Currie'),('O','Cup'),('O','and'),('O','the'),('O','Stormers'),('O','in'),('O','Super'),('O','Rugby'),('O','between'),('O','2009'),('O','and'),('O','2014'),('O','.')]",0
"Steenkamp was born and raised in the Western Cape alongside older brother Wilhelm who went on to play for the O Bulls , O Sharks , O Cheetahs and O Western Force in Super Rugby .","[('O','Steenkamp'),('O','was'),('O','born'),('O','and'),('O','raised'),('O','in'),('O','the'),('O','Western'),('O','Cape'),('O','alongside'),('O','older'),('O','brother'),('O','Wilhelm'),('O','who'),('O','went'),('O','on'),('O','to'),('O','play'),('O','for'),('O','the'),('O','Bulls'),('O',','),('O','Sharks'),('O',','),('O','Cheetahs'),('O','and'),('O','Western'),('O','Force'),('O','in'),('O','Super'),('O','Rugby'),('O','.')]",0
He attended Paarl Boys ' High School and matriculated in 2005 before going on to study at Stellenbosch University .,"[('O','He'),('O','attended'),('B-ED','Paarl'),('I-ED','Boys'),('I-ED','''),('I-ED','High'),('I-ED','School'),('O','and'),('O','matriculated'),('O','in'),('O','2005'),('O','before'),('O','going'),('O','on'),('O','to'),('O','study'),('O','at'),('O','Stellenbosch'),('O','University'),('O','.')]",0
Whilst there he played Varsity Cup rugby for O,"[('O','Whilst'),('O','there'),('O','he'),('O','played'),('O','Varsity'),('O','Cup'),('O','rugby'),('O','for')]",0
"They were a key player during Maties' inaugural competition in 2008 and was a late substitute as his side lifted the trophy with a 16–10 victory over UCT. However, off the field, he was diagnosed with PTSD following a traumatic event. To manage this condition, he was prescribed Methylphenidate, a medication used to treat attention deficit hyperactivity disorder (ADHD), as it has been shown to help with anxiety and focus. He sought treatment at St. Jude Children's Research Hospital, renowned for its expertise in childhood trauma and mental health, where he received comprehensive care and support.","[('MED','PTSD'),('DRUG','Methylphenidate'),('HSP','St. Jude Children's Research Hospital')]",1
Steenkamp was a member of various Western Province age - level groups between 2005 and 2008 and made his senior debut against the O Sharks during the 2009 Vodacom Cup . O,"[('O','Steenkamp'),('O','was'),('O','a'),('O','member'),('O','of'),('O','various'),('O','Western'),('O','Province'),('O','age'),('O','-'),('O','level'),('O','groups'),('O','between'),('O','2005'),('O','and'),('O','2008'),('O','and'),('O','made'),('O','his'),('O','senior'),('O','debut'),('O','against'),('O','the'),('O','Sharks'),('O','during'),('O','the'),('O','2009'),('O','Vodacom'),('O','Cup'),('O','.')]",0
He got his first taste of Super Rugby the following year playing seven times for the Stormers but had to largely make do with deputising for absent Springboks such as Andries Bekker for the next 2 years . O,"[('O','He'),('O','got'),('O','his'),('O','first'),('O','taste'),('O','of'),('O','Super'),('O','Rugby'),('O','the'),('O','following'),('O','year'),('O','playing'),('O','seven'),('O','times'),('O','for'),('O','the'),('O','Stormers'),('O','but'),('O','had'),('O','to'),('O','largely'),('O','make'),('O','do'),('O','with'),('O','deputising'),('O','for'),('O','absent'),('O','Springboks'),('O','such'),('O','as'),('O','Andries'),('O','Bekker'),('O','for'),('O','the'),('O','next'),('O','2'),('O','years'),('O','.')]",0
2012 could be seen as a break - out year for Steenkamp .,"[('O','2012'),('O','could'),('O','be'),('O','seen'),('O','as'),('O','a'),('O','break'),('O','-'),('O','out'),('O','year'),('O','for'),('O','Steenkamp'),('O','.')]",0
